descricao,categoria
Mensalidade de curso técnico,Educação
Compra de uniforme escolar,Educação
Taxa para prova de certificação,Educação
Aula online de reforço,Educação
Curso de idiomas intensivo,Educação
Material para curso de artes,Educação
Inscrição em simpósio acadêmico,Educação
Curso de especialização online,Educação
Mensalidade de escola infantil,Educação
Material para laboratório,Educação
Curso rápido de finanças pessoais,Educação
Assinatura de plataforma de ensino,Educação
Compra de apostila para concurso,Educação
Mensalidade do curso de inglês,Educação
Curso de marketing digital,Educação
Taxa de matrícula na pós-graduação,Educação
Mensalidade curso de dança,Educação
Material para curso de música,Educação
Curso de fotografia,Educação
Aula particular de inglês,Educação
Curso preparatório para ENEM,Educação
Compra de notebook para estudos,Educação
Taxa de inscrição em workshop,Educação
Curso de desenvolvimento pessoal,Educação
Compra de livros técnicos,Educação
Curso de culinária,Educação
Mensalidade curso profissionalizante,Educação
Curso de gestão financeira,Educação
Compra de tablet para aulas,Educação
Curso de informática básica,Educação
Aula de reforço escolar semanal,Educação
Material para curso de desenho,Educação
Pagamento do aluguel mensal,Moradia
Conta de energia elétrica,Moradia
Conta de água,Moradia
Conta de gás encanado,Moradia
Taxa de condomínio,Moradia
Reparos hidráulicos no banheiro,Moradia
Compra de móveis novos,Moradia
Reforma da cozinha,Moradia
Instalação de ar-condicionado,Moradia
Compra de geladeira nova,Moradia
Manutenção do elevador do prédio,Moradia
Decoração para o apartamento,Moradia
Dedetização do imóvel,Moradia
Compra de utensílios domésticos,Moradia
Limpeza e higienização de sofá,Moradia
Compra de colchão novo,Moradia
Conserto da máquina de lavar,Moradia
Pintura interna do imóvel,Moradia
Seguro residencial anual,Moradia
Reparos elétricos,Moradia
Instalação de sistema de segurança,Moradia
Compra de cortinas e persianas,Moradia
Pagamento do IPTU,Moradia
Manutenção do jardim,Moradia
Compra de materiais para reforma,Moradia
Instalação de internet residencial,Moradia
Conserto do chuveiro,Moradia
Compra de máquina de lavar roupas,Moradia
Taxa de coleta de lixo,Moradia
Instalação de gás natural,Moradia
Limpeza profissional do apartamento,Moradia
Compra de tapetes e carpetes,Moradia
Reparação do telhado,Moradia
Compra de ventiladores,Moradia
Conserto de portas e janelas,Moradia
Compra de armários planejados,Moradia
Manutenção da piscina,Moradia
Serviço de jardinagem,Moradia
Compra de lâmpadas LED,Moradia
Pagamento do financiamento imobiliário,Moradia
Troca de torneiras e encanamentos,Moradia
Compra de eletrodomésticos,Moradia
Pagamento de diarista semanal,Moradia
Aquisição de quadros decorativos,Moradia
Compra de roupa de cama,Moradia
Instalação de antena de TV,Moradia
Troca de pisos e revestimentos,Moradia
Compra de churrasqueira para varanda,Moradia
Instalação de energia solar residencial,Moradia
Comprei uma camiseta nova na loja,Roupas
Adquiri um vestido para festa,Roupas
Compra de sapatos novos,Roupas
Renovei o guarda-roupa com calças jeans,Roupas
Comprei jaqueta para o inverno,Roupas
Meias novas para academia,Roupas
Vestido casual para o verão,Roupas
Comprei shorts para praia,Roupas
Sapatos sociais para trabalho,Roupas
Camisa social nova,Roupas
Roupa esportiva para corrida,Roupas
Boné novo para proteção solar,Roupas
Casaco pesado para viagem,Roupas
Cuecas novas,Roupas
Roupa íntima feminina,Roupas
Terno para evento formal,Roupas
Saia longa para passeio,Roupas
Biquíni novo,Roupas
Camisa polo,Roupas
Calça de moletom confortável,Roupas
Roupa para prática de yoga,Roupas
Casaco impermeável para chuva,Roupas
Sandálias para uso diário,Roupas
Chapéu para praia,Roupas
Pijama novo,Roupas
Roupa infantil para presente,Roupas
Gravata para casamento,Roupas
Cachecol para o frio,Roupas
Luva térmica,Roupas
Blusa de tricô,Roupas
Meia-calça nova,Roupas
Sapato esportivo para academia,Roupas
Roupa social para reunião,Roupas
Short esportivo,Roupas
Camisa de time,Roupas
Vestido elegante para jantar,Roupas
Mochila nova para escola,Roupas
Roupa de cama nova,Roupas
Toalha de banho nova,Roupas
Roupão confortável,Roupas
Vestido de festa infantil,Roupas
Sapato de salto para evento,Roupas
Chinelo para uso doméstico,Roupas
Calça cargo para trabalho,Roupas
Blazer casual,Roupas
Vestido de noiva,Roupas
Roupa de festa junina,Roupas
Gorro para inverno,Roupas
Sapato casual para passeio,Roupas
Compra de novo smartphone,Eletrônicos
Notebook para trabalho,Eletrônicos
Fones de ouvido sem fio,Eletrônicos
Mouse ergonômico,Eletrônicos
Teclado mecânico,Eletrônicos
Monitor ultrawide,Eletrônicos
Compra de tablet novo,Eletrônicos
Smartwatch esportivo,Eletrônicos
Câmera digital para viagem,Eletrônicos
Cartão de memória de alta capacidade,Eletrônicos
Roteador Wi-Fi de última geração,Eletrônicos
Power bank portátil,Eletrônicos
Assistente virtual doméstico,Eletrônicos
Smart TV de 50 polegadas,Eletrônicos
Alto-falante Bluetooth,Eletrônicos
Console de videogame novo,Eletrônicos
Controle adicional para videogame,Eletrônicos
Impressora multifuncional,Eletrônicos
Cabo HDMI novo,Eletrônicos
Projetor portátil,Eletrônicos
Drone para fotografia aérea,Eletrônicos
Aquisição de webcam HD,Eletrônicos
Compra de carregador rápido,Eletrônicos
Leitor de e-books,Eletrônicos
Caixa de som inteligente,Eletrônicos
Suporte articulado para TV,Eletrônicos
Lâmpadas inteligentes,Eletrônicos
Compra de câmera de segurança,Eletrônicos
Aspirador de pó robô,Eletrônicos
Placa de vídeo para computador,Eletrônicos
Adaptador USB,Eletrônicos
Hub USB com múltiplas portas,Eletrônicos
Monitor gamer,Eletrônicos
SSD para upgrade no computador,Eletrônicos
Microfone para podcast,Eletrônicos
Webcam para reuniões remotas,Eletrônicos
Filtro de linha com proteção,Eletrônicos
Aquisição de headset gamer,Eletrônicos
Pen drive com grande capacidade,Eletrônicos
Ventilador USB portátil,Eletrônicos
Mesa digitalizadora,Eletrônicos
Teclado Bluetooth portátil,Eletrônicos
Compra de nobreak,Eletrônicos
Fita LED para decoração,Eletrônicos
Receptor Bluetooth,Eletrônicos
Suporte ergonômico para notebook,Eletrônicos
Compra de ar condicionado portátil,Eletrônicos
Despertador digital,Eletrônicos
Sistema de som para casa,Eletrônicos
Pagamento da conta de energia elétrica,Contas e Serviços
Pagamento da conta de água,Contas e Serviços
Pagamento da fatura do cartão de crédito,Contas e Serviços
Conta mensal da internet,Contas e Serviços
Pagamento do plano de celular,Contas e Serviços
Mensalidade da Netflix,Contas e Serviços
Renovação da assinatura do Spotify,Contas e Serviços
Taxa mensal do condomínio,Contas e Serviços
Pagamento da conta de gás,Contas e Serviços
Renovação do seguro residencial,Contas e Serviços
Pagamento do IPTU,Contas e Serviços
Assinatura mensal do jornal,Contas e Serviços
Taxa anual do cartão de crédito,Contas e Serviços
Pagamento da mensalidade do clube,Contas e Serviços
Renovação da assinatura da Amazon Prime,Contas e Serviços
Pagamento da fatura da TV a cabo,Contas e Serviços
Pagamento do plano de saúde,Contas e Serviços
Recarga mensal do pré-pago do celular,Contas e Serviços
Pagamento da taxa de limpeza urbana,Contas e Serviços
Pagamento da mensalidade do estacionamento,Contas e Serviços
Assinatura mensal de revista digital,Contas e Serviços
Pagamento da mensalidade da academia,Contas e Serviços
Pagamento do serviço de segurança residencial,Contas e Serviços
Pagamento da conta de telefone fixo,Contas e Serviços
Pagamento da mensalidade escolar,Contas e Serviços
Taxa anual do seguro do carro,Contas e Serviços
Pagamento da mensalidade do curso online,Contas e Serviços
Renovação da assinatura do serviço de armazenamento em nuvem,Contas e Serviços
Pagamento de tarifas bancárias mensais,Contas e Serviços
Pagamento da mensalidade do aplicativo de streaming de música,Contas e Serviços
Renovação da assinatura de software,Contas e Serviços
Pagamento da taxa de manutenção de conta corrente,Contas e Serviços
Assinatura anual do antivírus,Contas e Serviços
Pagamento do plano odontológico,Contas e Serviços
Pagamento mensal do seguro de vida,Contas e Serviços
Pagamento de serviço de faxina mensal,Contas e Serviços
Pagamento mensal de empréstimo consignado,Contas e Serviços
Renovação da assinatura de serviço de notícias,Contas e Serviços
Pagamento da mensalidade do coworking,Contas e Serviços
Pagamento da mensalidade do serviço de entregas,Contas e Serviços
Pagamento da taxa de serviço de correio expresso,Contas e Serviços
Pagamento mensal de serviços de consultoria financeira,Contas e Serviços
Renovação da assinatura de serviços jurídicos,Contas e Serviços
Pagamento mensal do seguro pet,Contas e Serviços
Pagamento mensal de aplicativo de meditação,Contas e Serviços
Renovação de assinatura de streaming de esportes,Contas e Serviços
Pagamento da mensalidade do curso de idiomas,Contas e Serviços
Pagamento da taxa de manutenção de cartão pré-pago,Contas e Serviços
Pagamento da mensalidade do serviço de apoio psicológico online,Contas e Serviços
Comprei um presente para aniversário,Presentes
Adquiri uma lembrancinha para festa,Presentes
Presente de casamento comprado,Presentes
Mimo para amigo secreto,Presentes
Encomendei um mimo especial,Presentes
Presente para casamento dos amigos,Presentes
Comprei uma lembrancinha personalizada,Presentes
Gastei com presente de Natal,Presentes
Presente do amigo secreto da empresa,Presentes
Mimo para minha namorada,Presentes
Fiz uma doação para caridade,Doações
Participei de uma campanha solidária,Doações
Doei roupas antigas,Doações
Ajudei um projeto social,Doações
Contribuí com uma ONG,Doações
Paguei a fatura do cartão de crédito,Finanças
Investi dinheiro na bolsa,Finanças
Depositei na poupança,Finanças
Paguei juros de empréstimo,Finanças
Renovei seguro do carro,Finanças
Financiamento da casa,Finanças
Solicitei um empréstimo pessoal,Finanças
Transferência para poupança,Finanças
Apliquei dinheiro em investimentos,Finanças
Pagamento anual do consórcio,Finanças
Corte de cabelo no salão,Serviços
Manicure semanal,Serviços
Chamei um eletricista para reparos,Serviços
Contratei fotógrafo profissional,Serviços
Serviço de encanamento na casa,Serviços
Paguei manicure semanal,Serviços
Freelancer para meu projeto,Serviços
Faxina mensal contratada,Serviços
Serviço de pintura residencial,Serviços
Contratação de consultoria técnica,Serviços
Assinei revista semanal,Assinaturas
Renovação de jornal mensal,Assinaturas
Pagamento da mensalidade do clube,Assinaturas
Assinatura de streaming anual,Assinaturas
Patreon do criador favorito,Assinaturas
Renovação anual da revista,Assinaturas
Plano anual de academia,Assinaturas
Pagamento mensal do aplicativo,Assinaturas
Assinatura de plataforma de cursos,Assinaturas
Mensalidade do streaming,Assinaturas
Comprei ração para cachorro,Pets
Visita ao veterinário,Pets
Vacina anual do gato,Pets
Casinha nova para pet,Pets
Areia higiênica para gatos,Pets
Petisco para cães,Pets
Banho e tosa para cachorro,Pets
Coleira nova para gato,Pets
Compra de brinquedo para pet,Pets
Areia sanitária para gato,Pets
Almocei em um restaurante perto do trabalho,Alimentação
"Hoje de manhã, fiz uma compra onde almocei em um restaurante perto do trabalho",Alimentação
"Hoje de manhã, almocei em um restaurante perto do trabalho",Alimentação
Almocei em um restaurante perto do trabalho,Alimentação
"Ontem, almocei em um restaurante perto do trabalho, foi um bom negócio!",Alimentação
"almocei em um restaurante perto do trabalho, foi um bom negócio!",Alimentação
Almocei em um restaurante perto do trabalho,Alimentação
Almocei em um restaurante perto do trabalho,Alimentação
"Hoje de manhã, almocei em um restaurante perto do trabalho",Alimentação
"Na semana passada, almocei em um restaurante perto do trabalho",Alimentação
Almocei em um restaurante perto do trabalho,Alimentação
Fiz uma compra onde almocei em um restaurante perto do trabalho,Alimentação
Almocei em um restaurante perto do trabalho,Alimentação
"Hoje de manhã, almocei em um restaurante perto do trabalho",Alimentação
"Ontem, almocei em um restaurante perto do trabalho",Alimentação
"Ontem, fiz uma compra onde almocei em um restaurante perto do trabalho",Alimentação
"Ontem, almocei em um restaurante perto do trabalho",Alimentação
Almocei em um restaurante perto do trabalho,Alimentação
"Hoje de manhã, almocei em um restaurante perto do trabalho",Alimentação
"ontem, hoje de manhã, almocei em um restaurante perto do trabalho, foi um bom negócio!",Alimentação
"Ontem, almocei em um restaurante perto do trabalho",Alimentação
"Na semana passada, hoje de manhã, almocei em um restaurante perto do trabalho",Alimentação
"fiz uma compra onde almocei em um restaurante perto do trabalho, foi um bom negócio!",Alimentação
Fiz uma compra onde fiz uma compra onde almocei em um restaurante perto do trabalho,Alimentação
"Na semana passada, ontem, almocei em um restaurante perto do trabalho",Alimentação
"Na semana passada, almocei em um restaurante perto do trabalho",Alimentação
"Na semana passada, na semana passada, almocei em um restaurante perto do trabalho",Alimentação
"Ontem, almocei em um restaurante perto do trabalho",Alimentação
"Ontem, ontem, almocei em um restaurante perto do trabalho",Alimentação
"Fiz uma compra onde na semana passada, almocei em um restaurante perto do trabalho, foi um bom negócio!",Alimentação
"Hoje de manhã, almocei em um restaurante perto do trabalho",Alimentação
"Hoje de manhã, fiz uma compra onde almocei em um restaurante perto do trabalho",Alimentação
"Hoje de manhã, fiz uma compra onde fiz uma compra onde almocei em um restaurante perto do trabalho",Alimentação
Fiz uma compra onde almocei em um restaurante perto do trabalho,Alimentação
"Hoje de manhã, almocei em um restaurante perto do trabalho, foi um bom negócio!",Alimentação
